,Optimal Height,Optimal Value,Scenario
813,[11. 13. 13. 19. 19. 19. 24.],6217506339.275731,2
814,[12. 14. 14. 18. 18. 18. 22.],12386922285.070093,2
815,[11. 12. 12. 20. 20. 20. 26.],9723862707.546082,2
816,[11. 12. 12. 12. 19. 22. 25.],6235998398.544003,2
817,[11. 15. 15. 15. 16. 21. 21.],8144538016.955946,2
818,[ 9. 11. 17. 18. 18. 18. 26.],3201403293.7356806,2
819,[11. 12. 13. 15. 15. 21. 24.],7418810088.501007,2
820,[10. 12. 12. 17. 18. 24. 24.],5543728117.297592,2
821,[11. 11. 13. 14. 16. 21. 24.],8796443780.95721,2
822,[12. 12. 12. 15. 19. 19. 21.],9417527334.530563,2
823,[10. 15. 15. 15. 16. 19. 22.],5475274105.731683,2
824,[12. 14. 14. 18. 18. 20. 20.],11625014221.446295,2
825,[11. 14. 14. 14. 18. 21. 21.],6435820944.26627,2
826,[12. 14. 14. 15. 17. 17. 22.],11256380166.721996,2
827,[13. 13. 14. 16. 19. 20. 22.],14336087392.489204,2
828,[10. 13. 14. 16. 19. 19. 23.],3007165130.236305,2
829,[11. 12. 16. 16. 17. 21. 24.],7437587732.90814,2
830,[ 9. 12. 14. 16. 16. 20. 24.],1082574181.9836767,2
831,[11. 11. 14. 14. 18. 25. 25.],7297078698.340312,2
832,[10. 16. 16. 16. 16. 22. 22.],4690769420.479004,2
833,[11. 12. 13. 16. 20. 20. 22.],6361636661.166834,2
834,[ 9. 11. 12. 14. 20. 21. 23.],2075629743.387988,2
835,[11. 13. 13. 13. 21. 21. 28.],10811638704.054201,2
836,[11. 14. 14. 18. 19. 19. 21.],8474208506.258439,2
837,[12. 13. 14. 18. 18. 24. 24.],11043016215.333261,2
838,[13. 13. 15. 15. 16. 17. 28.],17328574569.221893,2
839,[11. 11. 15. 23. 23. 23. 23.],11075442833.659157,2
840,[ 7. 10. 17. 17. 21. 21. 21.],-5691578860.005065,2
841,[11. 12. 15. 16. 20. 20. 20.],5995186369.923348,2
842,[11. 12. 13. 16. 16. 16. 23.],8178993291.591117,2
843,[11. 12. 13. 15. 16. 20. 25.],6379923031.319644,2
844,[11. 11. 12. 19. 19. 24. 24.],7566724773.931351,2
845,[11. 11. 14. 19. 20. 20. 20.],8163671147.858407,2
846,[12. 13. 14. 18. 18. 18. 25.],9940471319.45417,2
847,[11. 13. 13. 15. 20. 20. 24.],6773395476.078456,2
848,[12. 13. 13. 17. 17. 17. 22.],12394463306.87859,2
849,[12. 12. 14. 16. 16. 19. 20.],9760463485.652878,2
850,[11. 12. 15. 17. 17. 21. 22.],6024247330.380921,2
851,[11. 11. 14. 17. 17. 17. 27.],9583923777.319416,2
852,[11. 12. 13. 13. 20. 20. 26.],9319019447.063128,2
853,[12. 14. 14. 15. 20. 23. 23.],12412094012.794336,2
854,[11. 14. 14. 17. 19. 19. 21.],8773641163.050474,2
855,[11. 12. 12. 14. 18. 18. 18.],6652578739.172264,2
856,[10. 11. 12. 14. 15. 22. 22.],5808589004.583114,2
857,[13. 13. 16. 16. 16. 18. 20.],13511892177.01057,2
858,[11. 13. 16. 16. 17. 20. 24.],9123765769.956503,2
859,[12. 12. 18. 18. 20. 20. 22.],11555529660.624477,2
860,[10. 10. 11. 13. 14. 18. 20.],3606093737.1082315,2
861,[ 9. 11. 11. 14. 19. 19. 19.],383674797.4902823,2
862,[11. 13. 14. 16. 18. 18. 20.],8010896466.149435,2
863,[ 9. 10. 14. 17. 22. 22. 26.],529110728.3565227,2
864,[11. 13. 13. 14. 14. 18. 18.],7320769684.854256,2
865,[11. 11. 13. 16. 16. 16. 24.],9718163773.901112,2
866,[11. 13. 14. 17. 17. 17. 24.],6467138839.250483,2
867,[12. 12. 12. 15. 15. 20. 20.],11980544662.364391,2
868,[12. 12. 14. 14. 15. 19. 27.],10452165684.562193,2
869,[11. 13. 13. 15. 15. 17. 22.],8048102152.46536,2
870,[10. 14. 14. 14. 19. 19. 19.],5433986576.39082,2
871,[10. 10. 11. 20. 20. 20. 27.],7667284648.07465,2
872,[11. 12. 16. 16. 22. 22. 23.],7502691449.052082,2
873,[11. 13. 16. 16. 16. 20. 22.],8434607621.895193,2
874,[11. 13. 14. 14. 15. 18. 25.],6159742896.985465,2
875,[11. 11. 14. 15. 17. 18. 20.],6290578353.89459,2
876,[11. 12. 13. 17. 17. 20. 20.],9103196811.587458,2
877,[10. 12. 12. 16. 21. 21. 24.],3070983179.4453983,2
878,[10. 12. 18. 18. 18. 19. 23.],5215650279.607649,2
879,[13. 13. 13. 15. 15. 20. 33.],19516634797.23458,2
880,[11. 12. 13. 13. 18. 18. 23.],6408271104.379319,2
881,[11. 14. 14. 14. 14. 27. 27.],13241081294.058552,2
882,[12. 13. 13. 15. 20. 20. 23.],10186616703.736828,2
883,[10. 12. 16. 16. 18. 22. 22.],3087477476.674976,2
884,[12. 12. 17. 18. 18. 20. 21.],10948393299.897749,2
885,[10. 14. 14. 18. 18. 21. 22.],4429969379.262064,2
886,[12. 12. 12. 16. 18. 18. 22.],12387295778.66774,2
887,[11. 13. 15. 15. 17. 17. 25.],9582587467.440245,2
888,[12. 14. 15. 16. 20. 20. 20.],12735354999.089174,2
889,[12. 12. 14. 17. 17. 23. 23.],11749022934.075434,2
890,[11. 11. 14. 14. 14. 18. 18.],6328783741.504369,2
891,[12. 12. 12. 13. 17. 22. 22.],9520869827.446987,2
892,[12. 12. 14. 15. 18. 18. 27.],11918000240.29276,2
893,[11. 11. 13. 14. 20. 20. 25.],7898084834.452678,2
894,[11. 11. 15. 15. 19. 19. 22.],7842846456.490417,2
895,[10. 11. 15. 18. 19. 19. 19.],4724379432.076624,2
896,[12. 13. 16. 17. 18. 18. 26.],12950157827.077475,2
897,[11. 14. 16. 16. 21. 24. 24.],6816745811.420971,2
898,[10. 13. 17. 17. 20. 20. 20.],3100170030.560963,2
899,[11. 14. 14. 17. 20. 20. 29.],9061708990.051918,2
900,[10. 12. 14. 14. 16. 16. 22.],4691919762.450925,2
901,[11. 12. 14. 14. 16. 20. 21.],7006808330.530425,2
902,[12. 12. 12. 15. 17. 19. 19.],11197758631.83144,2
903,[11. 13. 14. 19. 19. 19. 23.],6748974698.104404,2
904,[12. 12. 16. 17. 17. 22. 24.],9881523672.55332,2
905,[12. 12. 15. 17. 19. 21. 23.],9771991288.666935,2
906,[11. 12. 14. 17. 19. 21. 22.],8735000311.09574,2
907,[10. 14. 15. 18. 18. 21. 21.],5411399267.132909,2
908,[12. 12. 16. 16. 19. 22. 22.],10206660964.99857,2
909,[10. 11. 16. 20. 20. 20. 20.],4503911900.522729,2
910,[10. 14. 15. 15. 17. 20. 22.],5721811265.503777,2
911,[12. 12. 15. 15. 16. 19. 19.],11246982081.973154,2
912,[11. 11. 12. 17. 18. 18. 19.],6383201993.594581,2
913,[12. 12. 13. 16. 18. 22. 22.],11235979113.232054,2
914,[12. 13. 15. 18. 18. 18. 23.],11620208099.588636,2
915,[12. 12. 13. 13. 17. 17. 19.],10521839907.435118,2
916,[12. 12. 12. 16. 16. 18. 19.],9439009237.405981,2
917,[11. 13. 14. 20. 20. 20. 22.],8276304158.852987,2
918,[11. 11. 15. 15. 16. 18. 21.],8765928091.591604,2
919,[10. 12. 14. 15. 18. 24. 24.],3734218287.8104296,2
920,[12. 14. 14. 15. 15. 21. 23.],9844616647.598751,2
921,[11. 16. 16. 16. 18. 18. 24.],8270638124.534235,2
922,[12. 13. 13. 16. 19. 24. 25.],10618020797.408823,2
923,[11. 12. 14. 15. 21. 21. 24.],8498262991.374344,2
924,[12. 12. 17. 17. 19. 19. 20.],12922168578.050306,2
925,[11. 12. 16. 16. 21. 21. 22.],8859170748.089697,2
926,[11. 13. 14. 15. 15. 17. 23.],7405810720.687659,2
927,[11. 12. 15. 15. 16. 23. 23.],6529672660.010181,2
928,[11. 13. 13. 18. 20. 20. 20.],6407147673.657292,2
929,[10. 12. 15. 15. 15. 22. 23.],5545703791.146381,2
930,[10. 13. 13. 15. 19. 19. 19.],5679057862.953591,2
931,[12. 12. 13. 17. 18. 25. 25.],9999043210.522348,2
932,[10. 13. 13. 18. 18. 21. 25.],5864536468.85653,2
933,[ 9. 14. 14. 17. 18. 19. 20.],486752140.86326694,2
934,[11. 12. 13. 14. 16. 20. 22.],6993865864.151903,2
935,[11. 11. 11. 14. 18. 18. 24.],6071399489.217425,2
936,[11. 11. 13. 14. 18. 22. 22.],7745935192.386245,2
937,[10. 13. 16. 16. 19. 24. 27.],4518303472.268617,2
938,[12. 12. 12. 16. 22. 22. 22.],9639014581.191622,2
939,[12. 12. 16. 16. 18. 18. 21.],9508468251.320004,2
940,[12. 12. 12. 15. 19. 21. 21.],9784411570.814566,2
941,[13. 14. 14. 16. 19. 23. 23.],13977516886.156275,2
942,[14. 14. 14. 17. 18. 26. 26.],19148895577.81482,2
943,[ 9. 14. 16. 17. 17. 19. 19.],2130850430.7861772,2
944,[11. 11. 15. 16. 17. 17. 21.],8436625247.49324,2
945,[11. 11. 13. 13. 14. 19. 21.],7719684678.921493,2
946,[10. 13. 15. 15. 18. 19. 21.],3021780819.3321095,2
947,[13. 13. 15. 17. 17. 18. 23.],15628411234.462557,2
948,[11. 11. 15. 15. 18. 18. 22.],5698858580.312381,2
949,[11. 14. 14. 15. 18. 18. 22.],8766058832.082075,2
950,[13. 13. 13. 13. 18. 20. 20.],13576002025.908152,2
951,[11. 14. 14. 17. 17. 20. 25.],8188179799.551615,2
952,[ 9. 12. 12. 17. 18. 23. 24.],1827248195.900722,2
953,[10. 13. 14. 16. 16. 21. 24.],3780760719.282211,2
954,[11. 14. 14. 16. 24. 24. 24.],8352485410.919898,2
955,[13. 13. 15. 15. 22. 22. 25.],15128410851.9652,2
956,[13. 14. 14. 15. 15. 19. 22.],15587238483.89025,2
957,[11. 11. 15. 16. 16. 16. 22.],8512468787.81834,2
958,[11. 11. 15. 15. 17. 19. 23.],7749882426.205105,2
959,[11. 12. 15. 20. 20. 23. 23.],8194557015.938926,2
960,[12. 14. 15. 17. 19. 19. 19.],12690400051.31875,2
961,[11. 14. 14. 17. 18. 18. 24.],6411853306.724992,2
962,[11. 14. 15. 17. 19. 27. 27.],10729230148.192333,2
963,[ 9. 12. 12. 13. 18. 20. 23.],721830136.8609402,2
964,[12. 12. 12. 13. 18. 19. 20.],10899898856.770042,2
965,[12. 14. 14. 17. 20. 20. 22.],11621865820.389881,2
966,[11. 13. 13. 18. 18. 18. 24.],8931069776.18878,2
967,[10. 13. 13. 16. 16. 22. 22.],4137434217.496498,2
968,[12. 12. 12. 12. 21. 21. 23.],13255427628.239437,2
969,[10. 13. 13. 16. 19. 23. 23.],4428617055.981709,2
970,[ 9. 10. 14. 14. 19. 19. 24.],1489828653.275297,2
971,[11. 14. 17. 17. 17. 19. 24.],6746486742.659205,2
972,[10. 13. 15. 15. 20. 20. 26.],2831979509.9599175,2
973,[12. 15. 15. 15. 18. 28. 28.],13708770247.862053,2
974,[10. 12. 15. 15. 16. 25. 25.],7937656366.479819,2
975,[10. 12. 12. 16. 16. 16. 19.],4328625115.783183,2
976,[11. 13. 14. 14. 20. 20. 23.],8220148824.810785,2
977,[12. 12. 14. 14. 20. 20. 20.],9955740980.090136,2
978,[11. 14. 15. 16. 21. 21. 21.],6090895516.784274,2
979,[11. 11. 15. 15. 20. 20. 20.],7811510791.455937,2
980,[11. 11. 13. 13. 15. 22. 22.],8563019046.0348425,2
981,[12. 13. 16. 17. 17. 21. 22.],9800691598.32644,2
982,[11. 12. 17. 17. 17. 22. 26.],8636330844.646803,2
983,[11. 11. 14. 14. 17. 26. 26.],11095028418.562094,2
984,[10. 12. 12. 13. 16. 21. 23.],5031079646.847124,2
985,[12. 13. 15. 17. 17. 18. 25.],12109854343.153347,2
986,[11. 11. 15. 18. 19. 22. 24.],7103902094.942434,2
987,[11. 13. 17. 17. 17. 22. 25.],6448161528.27208,2
988,[11. 13. 16. 16. 21. 21. 21.],7796649138.237693,2
989,[11. 13. 15. 16. 17. 20. 20.],6995901503.161161,2
990,[10. 13. 13. 15. 21. 21. 27.],4983390096.781287,2
991,[11. 11. 13. 15. 15. 15. 17.],7628925609.318823,2
992,[11. 12. 12. 13. 16. 20. 20.],8739337593.935993,2
993,[12. 14. 15. 15. 15. 21. 24.],10977087303.787817,2
994,[11. 11. 12. 15. 17. 22. 23.],6725326367.493571,2
995,[ 9. 10. 12. 16. 19. 23. 23.],2372798530.328098,2
996,[10. 12. 13. 13. 19. 19. 23.],3130279593.0773335,2
997,[11. 12. 14. 15. 15. 20. 23.],7737876425.773826,2
998,[11. 11. 14. 14. 15. 19. 22.],8074524476.626944,2
999,[ 9. 13. 13. 16. 16. 24. 24.],2916297367.9530416,2
1000,[11. 12. 13. 16. 19. 19. 24.],6039724500.993162,3
1001,[12. 16. 16. 16. 17. 19. 22.],12430470041.66706,3
1002,[11. 14. 14. 22. 22. 22. 25.],8259991516.771345,3
1003,[14. 14. 14. 14. 14. 15. 20.],20157854935.955524,3
1004,[10. 11. 11. 18. 18. 20. 21.],4647522466.36648,3
1005,[13. 15. 16. 16. 18. 18. 27.],17992709995.27443,3
1006,[10. 13. 14. 20. 20. 20. 20.],2874016599.3604136,3
1007,[ 9. 14. 15. 17. 17. 17. 17.],2492714136.2675204,3
1008,[11. 12. 17. 18. 18. 18. 25.],6565715867.345963,3
1009,[14. 15. 15. 15. 16. 16. 16.],20657671765.70092,3
1010,[13. 13. 14. 14. 15. 22. 22.],13874847348.343563,3
1011,[12. 12. 19. 19. 19. 19. 19.],11993279447.137663,3
1012,[12. 13. 13. 20. 21. 21. 21.],11193245397.17561,3
1013,[12. 13. 15. 19. 20. 20. 21.],9440887522.672085,3
1014,[11. 15. 15. 15. 15. 23. 26.],9130701767.80625,3
1015,[ 9. 15. 15. 17. 17. 17. 19.],30858001.314699233,3
1016,[12. 14. 14. 16. 21. 21. 21.],9491767654.280935,3
1017,[14. 14. 16. 16. 16. 20. 21.],18545525579.53121,3
1018,[13. 13. 14. 19. 19. 20. 22.],14424562980.506323,3
1019,[10. 13. 13. 15. 20. 20. 20.],5421759518.62763,3
1020,[ 9. 12. 13. 18. 18. 19. 19.],1061732701.2579302,3
1021,[12. 12. 18. 18. 18. 19. 28.],12651914191.786089,3
1022,[13. 15. 15. 15. 18. 18. 20.],13912954658.4839,3
1023,[12. 14. 14. 16. 17. 17. 27.],11387447865.833202,3
1024,[10. 12. 14. 14. 21. 21. 27.],3819433494.6492114,3
1025,[14. 14. 18. 18. 18. 24. 24.],19835323910.480446,3
1026,[11. 14. 14. 16. 16. 18. 24.],7448871015.399245,3
1027,[11. 12. 16. 16. 16. 19. 20.],7083926626.514062,3
1028,[11. 14. 14. 14. 18. 20. 23.],9137380398.301727,3
1029,[ 9. 15. 15. 15. 15. 17. 23.],691729822.0683312,3
1030,[12. 14. 17. 19. 19. 19. 28.],14482227135.462112,3
1031,[14. 14. 14. 18. 19. 19. 23.],16996669831.15908,3
1032,[12. 12. 12. 15. 20. 21. 21.],12403255799.771338,3
1033,[13. 13. 13. 13. 16. 19. 24.],16059833998.245703,3
1034,[12. 14. 17. 19. 19. 19. 19.],9398889653.408102,3
1035,[12. 12. 12. 19. 21. 24. 24.],11265467020.557169,3
1036,[10. 11. 14. 18. 18. 19. 20.],5725433713.497993,3
1037,[11. 14. 15. 16. 19. 19. 19.],8060464410.75954,3
1038,[14. 14. 14. 14. 14. 18. 18.],19056628928.171585,3
1039,[ 7. 14. 16. 16. 24. 24. 24.],-4128414779.503776,3
1040,[10. 10. 16. 19. 19. 19. 21.],4522652956.774216,3
1041,[11. 14. 15. 17. 20. 20. 20.],7359473549.319611,3
1042,[11. 12. 12. 17. 19. 20. 20.],9124472326.927544,3
1043,[12. 13. 19. 19. 19. 20. 20.],11446136519.410065,3
1044,[15. 15. 16. 18. 18. 18. 22.],23953003611.588993,3
1045,[ 9. 14. 17. 17. 19. 23. 23.],213809870.72330487,3
1046,[15. 16. 16. 16. 16. 22. 25.],23363024554.27059,3
1047,[11. 13. 14. 14. 19. 21. 21.],9145976032.217886,3
1048,[13. 18. 18. 18. 18. 27. 27.],15105995860.686024,3
1049,[ 9. 13. 16. 17. 17. 18. 21.],-632302202.3571677,3
1050,[15. 15. 18. 18. 20. 20. 20.],27628936799.31418,3
1051,[13. 13. 13. 14. 18. 18. 22.],17005143209.54046,3
1052,[14. 14. 15. 15. 18. 21. 22.],18525337298.587906,3
1053,[14. 14. 14. 16. 17. 20. 22.],17463405030.363373,3
1054,[11. 11. 13. 15. 15. 23. 23.],8653437229.244272,3
1055,[16. 16. 16. 16. 17. 19. 20.],34026873376.92583,3
1056,[11. 11. 13. 13. 15. 20. 28.],8184180726.602151,3
1057,[13. 13. 13. 15. 15. 19. 20.],14307624319.503815,3
1058,[11. 11. 14. 19. 19. 20. 21.],6485745922.434955,3
1059,[10. 13. 13. 18. 18. 18. 22.],2405481968.4594584,3
1060,[12. 17. 17. 17. 17. 21. 22.],12939290058.451532,3
1061,[10. 15. 16. 20. 20. 20. 20.],5633911641.864619,3
1062,[12. 12. 14. 18. 18. 18. 26.],11417503192.115736,3
1063,[15. 15. 15. 18. 19. 19. 19.],25375838839.653008,3
1064,[13. 14. 14. 18. 18. 24. 24.],13688497269.330471,3
1065,[10. 12. 13. 15. 16. 17. 19.],4622949570.91606,3
1066,[11. 12. 17. 17. 20. 20. 20.],6427514449.357766,3
1067,[11. 14. 14. 16. 16. 16. 23.],8173587318.420768,3
1068,[10. 14. 14. 15. 22. 26. 26.],5487618711.383022,3
1069,[14. 14. 14. 18. 18. 23. 23.],19169683387.00681,3
1070,[15. 15. 15. 19. 20. 20. 28.],27837198453.12632,3
1071,[11. 13. 13. 15. 19. 21. 22.],8381531082.389297,3
1072,[12. 12. 14. 14. 17. 17. 17.],9402219287.168785,3
1073,[10. 12. 12. 18. 18. 18. 20.],3485662145.5649548,3
1074,[11. 13. 19. 19. 21. 21. 21.],6254129800.166729,3
1075,[ 9. 10. 12. 15. 19. 19. 25.],2157873301.9003415,3
1076,[ 9. 11. 15. 15. 17. 17. 18.],1067798508.3912394,3
1077,[15. 18. 18. 18. 19. 21. 21.],27636230850.171173,3
1078,[11. 11. 15. 18. 18. 18. 23.],9211770768.419857,3
1079,[11. 12. 16. 16. 17. 19. 21.],8424574946.451621,3
1080,[ 8.  9. 13. 16. 17. 19. 27.],-406811017.82747746,3
1081,[14. 14. 15. 15. 15. 15. 26.],20410412199.80744,3
1082,[11. 14. 17. 17. 19. 20. 21.],7060623989.365063,3
1083,[12. 13. 14. 18. 19. 19. 22.],10176690235.87851,3
1084,[ 9. 14. 14. 15. 17. 17. 21.],2486977282.4871984,3
1085,[10. 14. 14. 15. 16. 18. 18.],3322892260.0065327,3
1086,[14. 14. 17. 17. 20. 22. 22.],19107158934.809303,3
1087,[11. 14. 16. 16. 21. 21. 21.],7762430142.403138,3
1088,[ 7. 13. 16. 18. 18. 18. 24.],-6618677802.507522,3
1089,[ 6. 13. 16. 16. 17. 19. 20.],-6706142565.424659,3
1090,[11. 12. 16. 16. 21. 21. 21.],8483984985.006173,3
1091,[11. 16. 21. 21. 21. 21. 27.],7422208307.867624,3
1092,[11. 11. 11. 12. 16. 16. 25.],7497346762.415679,3
1093,[10. 11. 12. 16. 20. 20. 20.],3006750798.456363,3
1094,[ 9. 15. 16. 16. 18. 18. 18.],1984496187.6439195,3
1095,[12. 14. 14. 18. 18. 22. 24.],12808263547.564245,3
1096,[12. 12. 19. 19. 19. 19. 19.],12868752939.478998,3
1097,[14. 14. 14. 17. 17. 20. 24.],20193369123.204,3
1098,[10. 13. 14. 16. 20. 21. 22.],4025685373.757279,3
1099,[11. 12. 16. 16. 18. 20. 21.],7095169901.11045,3
1100,[10. 13. 15. 17. 17. 24. 26.],5658929463.548722,3
1101,[ 9. 12. 12. 24. 24. 24. 24.],8929930020.263632,3
1102,[11. 11. 11. 13. 19. 19. 23.],7234314729.519881,3
1103,[ 9. 14. 14. 19. 22. 22. 22.],973085819.8699325,3
1104,[11. 11. 14. 17. 19. 19. 22.],6340045358.944927,3
1105,[12. 17. 17. 21. 21. 21. 21.],11101954600.931156,3
1106,[ 9. 12. 12. 16. 16. 16. 24.],2889912993.3337307,3
1107,[13. 13. 13. 14. 18. 18. 23.],16074100725.113918,3
1108,[13. 13. 17. 17. 17. 20. 22.],16516889430.50918,3
1109,[10. 11. 16. 16. 16. 16. 17.],5067956966.304814,3
1110,[10. 10. 13. 13. 14. 20. 20.],5128407236.507887,3
1111,[13. 13. 18. 18. 18. 18. 23.],15806641147.073618,3
1112,[11. 13. 15. 17. 18. 18. 22.],7692926170.485597,3
1113,[11. 13. 13. 17. 18. 20. 20.],8043687576.027297,3
1114,[12. 15. 15. 18. 18. 23. 23.],11295566851.879793,3
1115,[10. 14. 14. 14. 14. 21. 23.],5327313422.628068,3
1116,[10. 13. 16. 16. 16. 24. 24.],6247565996.383121,3
1117,[12. 16. 16. 16. 16. 18. 20.],12003154093.944008,3
1118,[11. 14. 14. 14. 17. 17. 18.],7394592546.522936,3
1119,[11. 13. 13. 13. 14. 14. 26.],10051951934.908442,3
1120,[12. 14. 14. 16. 16. 19. 23.],10520625990.589827,3
1121,[ 9. 13. 15. 18. 18. 18. 22.],1448838290.4662232,3
1122,[12. 12. 14. 16. 18. 19. 24.],10891236627.76704,3
1123,[11. 11. 14. 14. 20. 20. 23.],7510735288.246161,3
1124,[15. 15. 15. 19. 19. 19. 19.],26873140745.801956,3
1125,[13. 17. 17. 17. 17. 23. 23.],14142149082.383415,3
1126,[11. 14. 14. 15. 20. 25. 25.],6499187411.585694,3
1127,[10. 13. 13. 18. 18. 19. 22.],5803858146.580612,3
1128,[14. 14. 14. 15. 17. 19. 26.],22123497706.97328,3
1129,[11. 11. 12. 22. 22. 22. 23.],13403997782.352074,3
1130,[11. 15. 15. 17. 20. 20. 22.],6064638571.090991,3
1131,[11. 11. 12. 12. 16. 21. 24.],7735795911.097524,3
1132,[ 9. 12. 14. 17. 17. 18. 18.],1985003581.5629792,3
1133,[12. 12. 14. 17. 17. 20. 21.],11224464570.56782,3
1134,[11. 14. 14. 16. 16. 19. 25.],6129595288.139029,3
1135,[12. 15. 17. 20. 20. 21. 22.],11689862737.739738,3
1136,[10. 10. 17. 19. 19. 19. 23.],5780795361.88366,3
1137,[10. 11. 13. 15. 19. 19. 19.],4667753373.029542,3
1138,[14. 14. 14. 17. 17. 17. 25.],19603656221.85473,3
1139,[10. 14. 14. 14. 18. 22. 22.],5825183125.629705,3
1140,[10. 14. 16. 18. 18. 19. 24.],5877575659.098211,3
1141,[12. 12. 14. 14. 16. 17. 28.],13431803034.692368,3
1142,[ 8. 13. 16. 21. 21. 21. 21.],-533646873.11808,3
1143,[ 9.  9. 13. 16. 18. 24. 24.],1163676605.5373702,3
1144,[15. 15. 15. 15. 18. 19. 26.],25530453930.762455,3
1145,[ 9. 13. 14. 17. 20. 20. 26.],-120236432.7188187,3
1146,[11. 13. 19. 19. 19. 22. 22.],6303940152.036509,3
1147,[13. 13. 13. 14. 17. 17. 19.],13488751834.232151,3
1148,[11. 13. 15. 15. 18. 19. 23.],9114647241.632809,3
1149,[14. 15. 16. 19. 19. 20. 22.],19593191118.18729,3
1150,[11. 11. 15. 19. 20. 20. 20.],6454522328.087226,3
1151,[12. 12. 16. 16. 16. 17. 17.],11974148569.190422,3
1152,[14. 14. 15. 18. 19. 20. 20.],17987264814.562088,3
1153,[12. 16. 16. 19. 19. 19. 21.],11671960194.612267,3
1154,[14. 14. 18. 18. 18. 19. 19.],21371587169.582348,3
1155,[ 7. 14. 14. 16. 18. 20. 20.],-6497355855.2575035,3
1156,[10. 11. 13. 13. 19. 22. 22.],4529200745.995566,3
1157,[13. 18. 18. 18. 18. 23. 23.],14565409845.007376,3
1158,[ 9. 14. 15. 15. 20. 20. 24.],1032487955.2696466,3
1159,[10. 10. 14. 14. 15. 19. 21.],2999540255.085866,3
1160,[ 9. 14. 14. 17. 17. 21. 21.],-496692686.4501244,3
1161,[12. 12. 15. 15. 16. 19. 24.],10533886275.89356,3
1162,[11. 15. 19. 19. 19. 19. 27.],6976692319.271791,3
1163,[12. 13. 16. 16. 17. 17. 20.],9413649524.333033,3
1164,[12. 12. 12. 14. 16. 16. 21.],10174949051.356152,3
1165,[10. 17. 17. 17. 17. 20. 22.],6731083815.70052,3
1166,[10. 13. 13. 14. 14. 14. 22.],4163508360.6161585,3
1167,[ 9. 12. 13. 13. 21. 21. 26.],1883556098.852473,3
1168,[12. 16. 16. 17. 17. 17. 21.],10657908422.815344,3
1169,[11. 11. 16. 19. 19. 19. 23.],8882732550.330458,3
1170,[11. 14. 17. 18. 21. 21. 21.],6743253188.078767,3
1171,[10. 13. 16. 16. 16. 17. 17.],2636217543.9029174,3
1172,[13. 15. 15. 16. 17. 17. 25.],15227941818.24348,3
1173,[12. 13. 13. 15. 16. 16. 16.],10449461586.973286,3
1174,[10. 12. 12. 19. 19. 19. 19.],5076892441.28485,3
1175,[10. 14. 16. 16. 21. 21. 26.],5954561404.134297,3
1176,[10. 12. 12. 16. 16. 18. 21.],4342041779.384018,3
1177,[10. 17. 17. 17. 19. 21. 21.],4644910943.424228,3
1178,[13. 13. 13. 17. 17. 20. 20.],16971067770.651981,3
1179,[11. 14. 14. 18. 20. 20. 21.],7752529195.344753,3
1180,[10. 14. 14. 16. 16. 16. 24.],3763793309.0626283,3
1181,[12. 15. 15. 17. 22. 22. 22.],11343418658.833626,3
1182,[12. 12. 17. 17. 21. 21. 21.],11036077077.311464,3
1183,[ 9. 14. 15. 15. 22. 22. 23.],352770008.07269496,3
1184,[10. 15. 15. 15. 17. 19. 21.],2886832401.6207795,3
1185,[13. 13. 13. 16. 16. 18. 21.],13516820870.078512,3
1186,[11. 12. 16. 22. 22. 22. 24.],8652229493.325325,3
1187,[13. 13. 14. 14. 24. 24. 24.],17258977780.536972,3
1188,[10. 13. 13. 16. 19. 19. 21.],2998068153.0280185,3
1189,[11. 11. 15. 17. 17. 17. 21.],7115698904.44393,3
1190,[15. 15. 15. 15. 20. 20. 22.],24026800848.174294,3
1191,[10. 15. 15. 15. 21. 21. 21.],4575935953.999494,3
1192,[10. 14. 16. 18. 18. 18. 18.],4022230400.184119,3
1193,[12. 13. 13. 15. 15. 18. 24.],11692567981.953423,3
1194,[13. 16. 16. 16. 19. 23. 23.],13572711609.029097,3
1195,[12. 12. 18. 18. 18. 18. 18.],9247982665.438597,3
1196,[13. 13. 15. 21. 21. 26. 26.],15420297766.772596,3
1197,[15. 15. 15. 15. 17. 17. 20.],29201146411.25745,3
1198,[13. 16. 16. 19. 19. 20. 20.],13966750316.163027,3
1199,[ 9. 13. 13. 18. 18. 22. 23.],-521524271.84571975,3
1200,[12. 17. 17. 18. 19. 19. 20.],12992116938.704298,3
1201,[ 8. 12. 12. 17. 18. 22. 23.],-1123154133.559009,3
1202,[10. 14. 15. 15. 18. 19. 19.],5732520618.202426,3
1203,[10. 15. 15. 16. 16. 21. 22.],5613901329.979627,3
1204,[12. 12. 12. 17. 18. 20. 25.],9222607393.519836,3
1205,[10. 14. 14. 17. 17. 18. 19.],3420177744.097189,3
1206,[11. 14. 14. 14. 20. 20. 20.],9302542676.377714,3
1207,[12. 12. 13. 18. 21. 25. 25.],12528039837.36728,3
1208,[ 9. 15. 15. 15. 19. 24. 24.],1056225780.5662302,3
1209,[14. 14. 16. 16. 18. 18. 21.],21875029620.794056,3
1210,[10. 17. 17. 17. 20. 25. 25.],5793208941.301384,3
1211,[11. 17. 17. 19. 19. 19. 19.],8205992960.644135,3
1212,[13. 13. 13. 15. 21. 21. 21.],13287802454.714973,3
1213,[10. 12. 17. 17. 17. 19. 20.],2777213792.1168885,3
