,Optimal Height,Optimal Value,Scenario
404,[11. 12. 12. 13. 13. 18. 18.],8008353500.413528,1
405,[10. 10. 13. 15. 19. 19. 20.],3325268799.765875,1
406,[12. 12. 14. 15. 18. 23. 23.],9850551237.35912,1
407,[12. 13. 17. 19. 19. 19. 23.],11313814626.585722,1
408,[11. 12. 13. 17. 19. 21. 21.],7399726303.049981,1
409,[11. 11. 12. 18. 18. 18. 18.],8273947200.517184,1
410,[12. 12. 16. 16. 16. 20. 20.],9812402316.130127,1
411,[11. 13. 15. 17. 17. 17. 21.],7362581134.406682,1
412,[10. 13. 14. 17. 17. 19. 20.],3994915048.945819,1
413,[ 9. 11. 12. 15. 17. 22. 22.],1381019581.5445352,1
414,[12. 12. 12. 13. 15. 21. 24.],12845366679.361784,1
415,[12. 14. 14. 14. 15. 18. 20.],11206668751.205626,1
416,[ 9. 12. 15. 15. 20. 20. 22.],2443924561.9447384,1
417,[11. 12. 12. 15. 15. 16. 23.],7852534135.824648,1
418,[10. 13. 13. 14. 16. 22. 22.],5769839193.53828,1
419,[13. 13. 13. 15. 18. 18. 20.],14707344975.636795,1
420,[10. 13. 15. 15. 15. 21. 25.],3490755760.858992,1
421,[12. 13. 13. 19. 19. 19. 19.],10374874163.34749,1
422,[11. 12. 12. 13. 17. 20. 21.],8410160895.601235,1
423,[11. 13. 18. 18. 18. 22. 22.],6144598068.281677,1
424,[11. 14. 14. 14. 17. 17. 20.],8801196993.835146,1
425,[10. 15. 15. 18. 18. 18. 18.],4478363327.852679,1
426,[11. 12. 13. 17. 17. 17. 22.],7777447305.714965,1
427,[11. 14. 14. 15. 18. 18. 18.],7012532266.343358,1
428,[10. 14. 16. 16. 16. 19. 21.],5386465437.701709,1
429,[10. 11. 12. 17. 17. 17. 22.],2782499627.8133397,1
430,[ 9. 12. 12. 15. 17. 17. 17.],1976339915.9229512,1
431,[11. 12. 12. 13. 17. 17. 24.],8578965825.390553,1
432,[10. 15. 17. 17. 20. 23. 24.],4184827814.69061,1
433,[10. 14. 14. 18. 18. 19. 19.],5111878735.256223,1
434,[11. 13. 17. 17. 17. 18. 20.],6054919707.8383045,1
435,[10. 15. 15. 20. 20. 20. 20.],2939111600.317519,1
436,[13. 13. 13. 15. 15. 15. 17.],15102534804.286186,1
437,[11. 11. 14. 17. 17. 20. 20.],5982751895.822404,1
438,[11. 11. 15. 15. 15. 16. 16.],8074887904.619197,1
439,[11. 13. 15. 15. 17. 20. 21.],8048881493.138742,1
440,[10. 12. 12. 16. 16. 16. 17.],3960912112.0953207,1
441,[11. 12. 15. 15. 15. 17. 18.],8345363397.310376,1
442,[12. 14. 16. 16. 17. 17. 17.],10463771559.693565,1
443,[11. 12. 14. 16. 17. 18. 18.],6297529022.968198,1
444,[11. 13. 13. 13. 15. 26. 26.],11287253262.391867,1
445,[ 9. 14. 14. 15. 15. 15. 20.],2191864776.4712095,1
446,[11. 14. 15. 17. 18. 18. 18.],8370152797.979142,1
447,[11. 12. 12. 20. 20. 20. 21.],8402984478.867665,1
448,[11. 11. 11. 16. 16. 16. 21.],7471271282.15354,1
449,[10. 11. 14. 16. 20. 23. 23.],5708086435.510747,1
450,[10. 12. 16. 17. 25. 25. 25.],7781655240.324814,1
451,[11. 14. 16. 18. 18. 18. 20.],6031738185.496786,1
452,[11. 11. 11. 18. 20. 20. 20.],7345192559.740225,1
453,[11. 11. 14. 14. 16. 16. 19.],7345316160.178976,1
454,[10. 13. 16. 16. 16. 21. 21.],2709864512.4922957,1
455,[10. 11. 11. 12. 22. 22. 22.],9063788455.33192,1
456,[13. 13. 13. 18. 18. 18. 20.],13237782946.26673,1
457,[11. 14. 14. 17. 17. 18. 20.],7026669935.130685,1
458,[10. 10. 12. 15. 22. 22. 24.],5890218214.963623,1
459,[ 9. 12. 16. 17. 17. 19. 20.],1769353743.5564299,1
460,[10. 12. 15. 17. 17. 22. 22.],4029343603.9778013,1
461,[10. 12. 12. 14. 15. 19. 19.],4658952811.705168,1
462,[11. 11. 11. 17. 18. 20. 20.],8531442262.984796,1
463,[11. 12. 13. 15. 15. 17. 20.],7294986405.8714075,1
464,[10. 11. 17. 17. 20. 20. 20.],4206462719.1129227,1
465,[ 8. 12. 13. 16. 16. 16. 19.],-1275239038.3937197,1
466,[10. 12. 15. 15. 18. 18. 19.],4954004156.6102705,1
467,[10. 10. 11. 16. 16. 16. 19.],3077905807.2483654,1
468,[11. 11. 14. 17. 17. 17. 17.],7681514806.710095,1
469,[11. 13. 13. 15. 18. 19. 19.],6636449322.13811,1
470,[11. 12. 14. 15. 15. 21. 21.],6757172418.721283,1
471,[ 9. 13. 13. 19. 21. 21. 23.],-784125755.1876222,1
472,[11. 12. 14. 14. 17. 21. 22.],8389760365.811851,1
473,[11. 13. 14. 16. 16. 23. 23.],6860937065.806217,1
474,[10. 15. 15. 17. 17. 19. 19.],3117557128.9234543,1
475,[14. 14. 16. 16. 18. 18. 18.],19030094859.667725,1
476,[11. 12. 13. 20. 20. 20. 23.],6763279632.730453,1
477,[10. 14. 14. 16. 16. 21. 22.],4131783208.977352,1
478,[ 9.  9. 15. 15. 15. 18. 18.],1619051029.2719421,1
479,[10. 14. 16. 16. 17. 17. 24.],3638722965.7578764,1
480,[11. 14. 14. 14. 14. 20. 21.],6451700663.544344,1
481,[11. 14. 14. 18. 18. 18. 27.],10910119346.380093,1
482,[11. 13. 14. 14. 14. 16. 19.],8691125853.229977,1
483,[10. 13. 16. 16. 18. 19. 21.],5385308156.0459175,1
484,[10. 12. 12. 14. 14. 15. 16.],3931662565.5188017,1
485,[11. 11. 12. 18. 18. 19. 22.],6162044230.558995,1
486,[11. 12. 13. 17. 18. 18. 20.],7026544737.674171,1
487,[10. 12. 12. 15. 15. 15. 19.],4980488528.178999,1
488,[11. 11. 12. 13. 14. 17. 26.],10504974512.434769,1
489,[11. 11. 13. 13. 15. 17. 17.],7626975402.552193,1
490,[10. 11. 14. 16. 18. 18. 19.],5290831411.768388,1
491,[10. 14. 14. 17. 17. 17. 17.],5405486079.353749,1
492,[10. 13. 13. 17. 20. 20. 22.],4741445356.9015875,1
493,[10. 11. 17. 17. 17. 19. 21.],4183433574.8396974,1
494,[11. 13. 17. 17. 17. 17. 20.],6368646586.40921,1
495,[11. 11. 15. 15. 15. 19. 19.],6375428823.110193,1
496,[11. 13. 13. 13. 16. 18. 18.],8702102225.901634,1
497,[10. 14. 14. 14. 14. 22. 22.],6674937720.503554,1
498,[11. 11. 11. 14. 14. 19. 19.],7054491287.524798,1
499,[10. 14. 14. 14. 15. 19. 19.],5781751192.989189,1
500,[10. 13. 14. 14. 20. 20. 24.],4817157935.085354,2
501,[12. 13. 13. 14. 18. 21. 22.],11244324587.76992,2
502,[12. 12. 13. 15. 17. 18. 22.],10491089464.322966,2
503,[11. 11. 14. 20. 22. 22. 22.],7584337417.853244,2
504,[12. 14. 14. 15. 15. 18. 24.],10587366563.10491,2
505,[12. 14. 14. 17. 17. 21. 23.],12785842787.89488,2
506,[11. 11. 15. 17. 19. 19. 26.],6259867212.306535,2
507,[12. 13. 14. 18. 18. 18. 19.],11224267526.882698,2
508,[12. 13. 16. 16. 19. 22. 22.],10571157702.729984,2
509,[11. 15. 15. 15. 19. 19. 21.],6060764040.21404,2
510,[10. 14. 14. 17. 19. 19. 25.],4518122948.96529,2
511,[12. 12. 13. 21. 21. 21. 23.],14360848424.123,2
512,[12. 12. 12. 15. 15. 18. 20.],12317970919.112415,2
513,[10. 10. 13. 17. 17. 19. 20.],5029701319.907727,2
514,[10. 13. 13. 16. 18. 18. 20.],3656369348.8092895,2
515,[11. 11. 16. 17. 17. 21. 27.],7625092241.144203,2
516,[11. 14. 14. 16. 21. 21. 24.],6812096359.235622,2
517,[12. 13. 15. 16. 16. 23. 23.],12001906047.267523,2
518,[12. 12. 14. 15. 16. 19. 19.],9737658482.63307,2
519,[11. 11. 15. 15. 17. 19. 19.],6337559167.549392,2
520,[11. 12. 16. 16. 17. 20. 22.],6377597214.615177,2
521,[13. 13. 13. 13. 16. 20. 20.],13944961961.025633,2
522,[10. 13. 16. 17. 18. 18. 22.],5402049227.205035,2
523,[11. 12. 13. 13. 18. 18. 20.],8402853649.254913,2
524,[11. 11. 14. 19. 19. 25. 25.],6267749611.969578,2
525,[10. 11. 17. 17. 20. 20. 23.],5552282245.3103895,2
526,[12. 12. 12. 18. 18. 18. 21.],10023614790.020638,2
527,[11. 13. 15. 15. 15. 19. 25.],6442571991.9107,2
528,[ 9. 12. 12. 17. 20. 20. 20.],1413034855.5245204,2
529,[ 9. 11. 16. 16. 23. 23. 23.],1117126656.6141305,2
530,[10. 10. 15. 18. 18. 21. 24.],5540157071.493077,2
531,[11. 12. 13. 13. 16. 22. 22.],7825509902.51251,2
532,[11. 14. 17. 18. 19. 19. 24.],9166426596.08537,2
533,[11. 12. 13. 15. 15. 17. 22.],8730353261.792257,2
534,[12. 16. 16. 16. 17. 18. 20.],10180829964.974123,2
535,[11. 13. 14. 16. 18. 18. 21.],6634979018.409982,2
536,[11. 13. 13. 15. 21. 21. 21.],7515659107.517339,2
537,[12. 13. 15. 16. 16. 18. 23.],12356695110.273518,2
538,[10. 13. 15. 16. 16. 22. 22.],4401299841.858475,2
539,[11. 11. 11. 15. 16. 18. 20.],6355870626.501,2
540,[11. 13. 14. 14. 15. 18. 23.],8067910624.904392,2
541,[10. 13. 14. 16. 21. 21. 24.],5431921893.979219,2
542,[12. 14. 14. 17. 17. 25. 25.],12605685988.384813,2
543,[12. 13. 13. 17. 17. 17. 28.],14952276469.27795,2
544,[11. 13. 15. 18. 18. 21. 25.],8767967601.398293,2
545,[11. 12. 15. 15. 18. 19. 23.],7031926632.381398,2
546,[12. 13. 13. 14. 17. 17. 23.],9527499709.232807,2
547,[10. 10. 14. 16. 16. 20. 20.],5708121553.229106,2
548,[10. 14. 14. 16. 20. 23. 25.],2466823206.473289,2
549,[11. 14. 14. 16. 18. 22. 22.],7735969487.253748,2
550,[10. 11. 12. 12. 17. 24. 24.],5557567954.682388,2
551,[12. 13. 14. 17. 19. 19. 19.],9413822974.736801,2
552,[10. 11. 12. 14. 15. 18. 20.],4592605042.497175,2
553,[12. 14. 14. 16. 18. 23. 23.],11612601303.575024,2
554,[11. 12. 13. 15. 18. 23. 23.],7061806620.1195135,2
555,[11. 13. 14. 16. 16. 20. 20.],9084168429.028028,2
556,[12. 13. 18. 18. 18. 18. 18.],11012461438.80384,2
557,[13. 13. 14. 14. 18. 18. 22.],13550711342.48939,2
558,[11. 11. 15. 16. 21. 21. 22.],8908972638.809895,2
559,[11. 11. 14. 17. 19. 21. 21.],7347669776.215323,2
560,[11. 12. 12. 16. 16. 16. 23.],6202644780.542312,2
561,[12. 12. 16. 20. 20. 20. 20.],9853478267.24508,2
562,[11. 12. 18. 18. 18. 23. 23.],6258871835.906988,2
563,[10. 14. 14. 14. 21. 21. 21.],6081301471.889262,2
564,[10. 10. 17. 17. 19. 23. 25.],4941990881.863739,2
565,[10. 12. 14. 15. 15. 15. 20.],3303363564.130955,2
566,[11. 11. 13. 17. 18. 23. 23.],7786188716.675179,2
567,[11. 13. 14. 17. 17. 20. 20.],6341138452.552939,2
568,[12. 12. 14. 17. 20. 21. 21.],9444255137.393145,2
569,[10. 11. 11. 14. 18. 21. 25.],4717805933.124846,2
570,[10. 11. 12. 12. 16. 16. 20.],2967031883.390978,2
571,[11. 11. 13. 17. 17. 20. 21.],7747402791.662024,2
572,[12. 14. 14. 15. 15. 20. 22.],10179066721.933073,2
573,[11. 11. 14. 14. 21. 21. 21.],8641817739.383282,2
574,[13. 13. 13. 17. 19. 19. 19.],13941502577.524183,2
575,[10. 13. 16. 19. 19. 22. 22.],4029152321.502001,2
576,[12. 13. 14. 17. 17. 21. 21.],9077977609.066555,2
577,[13. 13. 13. 13. 21. 21. 21.],18343563609.75092,2
578,[12. 12. 14. 14. 19. 19. 21.],9847576758.33834,2
579,[11. 11. 15. 15. 19. 20. 20.],7771424501.52056,2
580,[11. 13. 13. 16. 17. 21. 21.],7364061198.287022,2
581,[12. 13. 13. 13. 19. 21. 21.],11013360013.368803,2
582,[10. 12. 15. 17. 17. 17. 25.],6557675848.5408325,2
583,[14. 14. 14. 15. 17. 17. 17.],17430357985.89732,2
584,[10. 10. 14. 17. 17. 17. 18.],5056547487.212028,2
585,[10. 11. 16. 16. 21. 21. 21.],4595894649.965011,2
586,[11. 12. 18. 18. 18. 20. 23.],7981339725.095544,2
587,[11. 12. 16. 17. 18. 19. 22.],8395904983.085984,2
588,[ 8. 12. 14. 15. 15. 21. 21.],-819525581.0540353,2
589,[12. 13. 18. 18. 18. 21. 25.],12857726957.274012,2
590,[11. 11. 16. 17. 17. 23. 23.],7326971450.247115,2
591,[10. 12. 15. 19. 19. 19. 21.],5715618473.103074,2
592,[10. 10. 14. 16. 17. 20. 22.],5396661550.975344,2
593,[11. 13. 15. 16. 18. 20. 20.],6302463182.141831,2
594,[12. 13. 13. 15. 16. 18. 18.],11903508703.209183,2
595,[11. 12. 13. 17. 17. 18. 22.],8445592704.108238,2
596,[10. 10. 13. 15. 17. 20. 25.],4379331806.77431,2
597,[11. 14. 14. 17. 17. 24. 24.],7244065219.393123,2
598,[11. 13. 13. 15. 19. 19. 28.],9457980815.887676,2
599,[11. 13. 16. 16. 19. 19. 19.],7024408727.873303,2
600,[10. 12. 12. 17. 17. 19. 19.],5408626224.428268,2
601,[11. 14. 16. 16. 16. 17. 23.],9173198584.650047,2
602,[11. 12. 13. 18. 21. 21. 21.],7772254277.706811,2
603,[13. 13. 15. 17. 21. 21. 21.],13145495143.485533,2
604,[11. 12. 15. 16. 20. 20. 22.],7410481300.329745,2
605,[11. 12. 16. 16. 16. 19. 25.],8154925692.424457,2
606,[11. 11. 12. 15. 15. 22. 23.],6906457750.905773,2
607,[12. 12. 12. 16. 20. 20. 20.],9828536499.093027,2
608,[11. 12. 13. 14. 16. 22. 22.],8422925072.73492,2
609,[10. 14. 17. 17. 19. 19. 23.],4419830037.409339,2
610,[12. 13. 14. 14. 19. 23. 23.],12838114227.194473,2
611,[11. 12. 12. 16. 17. 19. 19.],7020935343.294073,2
612,[12. 12. 14. 17. 20. 20. 27.],9571136575.818342,2
613,[11. 14. 14. 14. 19. 19. 22.],6759397705.583867,2
614,[10. 11. 16. 19. 19. 19. 25.],5868610773.268559,2
615,[12. 12. 17. 18. 18. 25. 25.],10789535429.851885,2
616,[12. 12. 17. 17. 17. 20. 25.],9585994359.857769,2
617,[12. 15. 15. 15. 18. 18. 19.],10159025880.457676,2
618,[10. 12. 13. 14. 16. 17. 21.],4312608817.02128,2
619,[10. 10. 13. 15. 20. 20. 20.],5716678259.264216,2
620,[10. 11. 14. 15. 17. 20. 20.],2632028168.2368937,2
621,[11. 11. 12. 15. 18. 24. 24.],6821614803.618857,2
622,[12. 14. 16. 16. 20. 20. 24.],11679638095.861046,2
623,[11. 13. 13. 14. 21. 21. 21.],8038938355.236541,2
624,[11. 11. 12. 17. 18. 18. 23.],6437241712.782811,2
625,[13. 13. 15. 16. 17. 22. 23.],14374550248.927107,2
626,[12. 12. 12. 18. 18. 19. 21.],12503817188.687082,2
627,[11. 12. 12. 16. 18. 24. 24.],8207082544.268161,2
628,[10. 11. 16. 16. 16. 17. 17.],5046805694.822135,2
629,[12. 12. 16. 16. 17. 17. 19.],11628559298.665451,2
630,[12. 12. 14. 15. 17. 26. 26.],13408027762.115826,2
631,[11. 13. 13. 18. 19. 19. 19.],6377426723.029597,2
632,[12. 12. 14. 14. 17. 17. 24.],10980012973.282429,2
633,[12. 13. 13. 17. 17. 19. 19.],9445807567.48923,2
634,[11. 12. 14. 17. 17. 17. 20.],6294159628.651932,2
635,[13. 13. 13. 14. 17. 22. 29.],14208935083.182606,2
636,[11. 12. 14. 16. 16. 17. 21.],5969608941.330003,2
637,[12. 12. 12. 16. 18. 18. 18.],9820732466.491322,2
638,[12. 13. 14. 16. 16. 18. 22.],12716489630.728186,2
639,[11. 12. 16. 16. 19. 19. 22.],8416785502.229732,2
640,[10. 13. 13. 16. 18. 21. 21.],3007063493.623134,2
641,[11. 14. 15. 15. 20. 20. 20.],7754780299.93443,2
642,[12. 12. 14. 18. 18. 18. 18.],12761226170.807896,2
643,[11. 12. 12. 16. 18. 18. 18.],8419596679.529124,2
644,[14. 14. 16. 20. 20. 20. 23.],17535516960.484386,2
645,[11. 14. 14. 14. 21. 21. 24.],8671478800.86738,2
646,[12. 12. 15. 16. 16. 18. 22.],9464619704.760988,2
647,[12. 13. 15. 19. 19. 22. 22.],9794771458.430803,2
648,[11. 15. 15. 15. 16. 21. 24.],6121903705.5777,2
649,[11. 13. 14. 18. 18. 24. 24.],7151707250.021633,2
650,[13. 13. 18. 18. 18. 24. 24.],16686067511.902925,2
651,[12. 13. 17. 17. 19. 19. 22.],9827651022.068,2
652,[11. 14. 15. 17. 17. 17. 20.],8050462025.773245,2
653,[13. 13. 14. 20. 20. 21. 23.],14479345881.74105,2
654,[13. 13. 15. 17. 17. 23. 23.],14059553123.559952,2
655,[12. 12. 16. 17. 17. 22. 23.],9528204766.332973,2
656,[11. 12. 12. 16. 19. 20. 22.],6020649869.805686,2
657,[10. 13. 16. 18. 18. 21. 21.],3368849405.379841,2
658,[13. 14. 16. 18. 18. 18. 27.],14850813320.96186,2
659,[11. 11. 15. 17. 17. 23. 23.],8962430143.88733,2
660,[11. 14. 14. 14. 14. 14. 20.],8788779353.701435,2
661,[14. 14. 14. 17. 17. 18. 22.],17486561164.926994,2
662,[10. 11. 14. 17. 17. 18. 22.],4986873641.480827,2
663,[10. 14. 14. 14. 14. 21. 24.],3614333411.1746216,2
664,[11. 13. 16. 16. 16. 16. 21.],8786176074.840652,2
665,[13. 15. 15. 16. 17. 18. 20.],13074891506.59193,2
666,[12. 15. 16. 16. 20. 20. 20.],9456650238.785654,2
667,[10. 14. 16. 18. 18. 18. 20.],3754136671.233835,2
668,[10. 12. 13. 19. 19. 19. 24.],5573740787.477479,2
669,[11. 12. 13. 15. 17. 20. 20.],7324130570.352813,2
670,[12. 12. 15. 15. 19. 23. 23.],11673469872.203787,2
671,[11. 13. 16. 18. 18. 18. 22.],7386115363.087856,2
672,[11. 16. 16. 16. 18. 18. 19.],8564045658.431998,2
673,[12. 13. 14. 17. 17. 24. 25.],11282019201.31237,2
674,[10. 11. 12. 17. 21. 21. 25.],5103227283.870176,2
675,[10. 13. 16. 16. 16. 19. 24.],5080543599.818994,2
676,[11. 13. 13. 13. 16. 20. 21.],6355079692.80803,2
677,[11. 11. 12. 17. 19. 21. 24.],7151500545.706107,2
678,[12. 12. 14. 14. 17. 17. 20.],11586364439.483717,2
679,[12. 14. 14. 14. 19. 19. 19.],10550126659.458708,2
680,[11. 12. 13. 14. 16. 22. 24.],6061059398.267913,2
681,[14. 14. 14. 18. 19. 19. 21.],17481657184.627705,2
682,[10. 12. 15. 17. 18. 18. 18.],2972212786.846064,2
683,[11. 13. 16. 16. 19. 20. 25.],7442353398.568163,2
684,[11. 12. 14. 15. 15. 17. 21.],8698343975.98352,2
685,[11. 13. 16. 16. 21. 21. 21.],7789866062.279397,2
686,[11. 11. 18. 18. 18. 19. 20.],6852664825.636221,2
687,[10. 12. 12. 18. 18. 20. 21.],4781558192.963009,2
688,[10. 12. 12. 18. 18. 19. 25.],3283408835.945662,2
689,[10. 10. 12. 15. 19. 20. 22.],5375056490.350937,2
690,[11. 12. 17. 19. 19. 22. 23.],7244944043.087821,2
691,[10. 12. 16. 17. 17. 22. 22.],4415482810.863457,2
692,[11. 11. 14. 16. 18. 18. 20.],6309452707.494009,2
693,[11. 14. 14. 16. 18. 20. 22.],7361482016.262525,2
694,[12. 12. 13. 18. 18. 18. 18.],9878327285.31811,2
695,[11. 12. 16. 16. 16. 18. 20.],8054807405.495269,2
696,[12. 12. 15. 15. 17. 19. 23.],12353609844.115982,2
697,[11. 13. 15. 19. 19. 19. 30.],11823973450.271328,2
698,[11. 13. 16. 16. 20. 20. 20.],7402639204.581267,2
699,[11. 13. 13. 18. 18. 23. 23.],6867921205.225066,2
700,[10. 12. 12. 13. 22. 22. 22.],5018211637.080316,2
701,[11. 13. 13. 18. 18. 20. 22.],5691665370.913581,2
702,[11. 11. 14. 16. 20. 22. 22.],7371653579.770397,2
703,[11. 14. 14. 19. 19. 19. 20.],7127570566.438179,2
704,[13. 13. 15. 18. 18. 18. 21.],14724033093.7438,2
705,[11. 13. 17. 17. 17. 18. 22.],9150939672.52938,2
706,[11. 12. 18. 18. 20. 21. 22.],9288542717.653185,2
707,[10. 12. 13. 16. 16. 20. 27.],4126732763.5428843,2
708,[11. 12. 17. 17. 17. 19. 19.],8880507931.27806,2
709,[12. 12. 14. 16. 18. 18. 18.],10109646604.186754,2
710,[11. 13. 13. 14. 21. 21. 23.],7542145218.639601,2
711,[12. 12. 14. 14. 19. 19. 26.],10000567890.608786,2
712,[11. 11. 14. 14. 18. 22. 26.],6786029562.976938,2
713,[10. 13. 18. 18. 18. 18. 24.],4582352231.125275,2
714,[12. 12. 12. 18. 18. 18. 18.],9997655251.111467,2
715,[12. 12. 13. 16. 16. 17. 26.],13407932563.741644,2
716,[10. 13. 13. 16. 16. 21. 28.],3228191754.062961,2
717,[12. 12. 14. 15. 18. 22. 22.],11979561483.630514,2
718,[12. 12. 15. 17. 17. 17. 17.],11206432551.060389,2
719,[11. 13. 13. 14. 19. 20. 20.],6066378032.733285,2
720,[12. 14. 14. 14. 18. 19. 28.],12351894117.938992,2
721,[12. 12. 15. 16. 18. 18. 20.],10492783202.23037,2
722,[11. 11. 12. 15. 18. 23. 23.],8085793459.446569,2
723,[12. 15. 15. 15. 16. 21. 21.],10214448574.56916,2
724,[11. 11. 12. 18. 19. 19. 19.],7251669618.775081,2
725,[14. 14. 14. 14. 17. 21. 26.],21965342479.016243,2
726,[10. 12. 16. 16. 21. 21. 28.],5382998979.198489,2
727,[12. 14. 14. 20. 20. 20. 27.],11248815374.166378,2
728,[13. 13. 15. 16. 19. 20. 25.],13157896740.278105,2
729,[12. 12. 15. 17. 17. 17. 24.],11037608857.370226,2
730,[11. 14. 14. 17. 18. 18. 24.],8152648534.604208,2
731,[12. 12. 14. 17. 19. 19. 25.],12065113129.35841,2
732,[12. 12. 13. 14. 18. 23. 23.],12756296645.8725,2
733,[12. 13. 14. 14. 17. 25. 25.],13688059531.028273,2
734,[11. 12. 15. 18. 20. 20. 23.],8036711915.724598,2
735,[11. 13. 13. 16. 16. 18. 18.],5977105091.181868,2
736,[11. 14. 14. 14. 19. 20. 28.],9330941814.723143,2
737,[10. 12. 14. 19. 19. 20. 20.],3068292413.985671,2
738,[ 9. 12. 16. 16. 16. 24. 24.],998481020.4852298,2
739,[11. 11. 15. 15. 17. 19. 20.],8795983559.721287,2
740,[11. 12. 16. 16. 16. 23. 23.],8148438270.561346,2
741,[12. 13. 14. 15. 18. 19. 19.],11550638767.47972,2
742,[12. 12. 12. 14. 15. 21. 21.],11734495298.956072,2
743,[12. 12. 13. 15. 16. 18. 22.],10848580486.393867,2
744,[12. 13. 14. 14. 19. 20. 22.],9844955519.435192,2
745,[10. 11. 18. 18. 18. 19. 19.],6271782329.673796,2
746,[12. 12. 18. 18. 18. 19. 23.],9657937264.377134,2
747,[11. 15. 15. 15. 15. 20. 20.],7839935842.9151325,2
748,[ 9. 12. 12. 18. 18. 21. 21.],1232033412.817515,2
749,[11. 11. 14. 16. 20. 21. 21.],8035284585.485453,2
750,[11. 15. 15. 17. 18. 21. 21.],6388661047.889368,2
751,[10. 12. 15. 21. 21. 21. 21.],3467799279.466254,2
752,[12. 12. 12. 15. 16. 20. 26.],11721557494.21402,2
753,[11. 14. 14. 14. 17. 17. 23.],8878058727.89333,2
754,[11. 13. 16. 19. 19. 19. 19.],6341506902.576619,2
755,[12. 14. 15. 15. 15. 20. 20.],12368826040.83032,2
756,[12. 12. 12. 12. 21. 21. 22.],11759304648.260206,2
757,[11. 11. 14. 17. 19. 19. 24.],8107820908.678829,2
758,[11. 11. 14. 17. 18. 18. 22.],8420250883.79839,2
759,[12. 13. 14. 15. 16. 20. 20.],12327445359.540771,2
760,[12. 12. 13. 16. 20. 20. 22.],10175177564.222359,2
761,[12. 12. 13. 16. 16. 21. 27.],11398571823.005838,2
762,[10. 12. 16. 18. 22. 22. 26.],5814044712.502683,2
763,[13. 14. 17. 17. 17. 17. 28.],16201830472.780165,2
764,[13. 13. 14. 14. 17. 19. 23.],13115474885.673815,2
765,[10. 13. 14. 14. 18. 18. 23.],2709714521.835828,2
766,[11. 12. 18. 18. 18. 20. 22.],8633849741.76123,2
767,[ 9. 13. 13. 16. 16. 21. 24.],843926567.7862201,2
768,[11. 12. 13. 14. 17. 25. 25.],10151909811.380161,2
769,[10. 12. 19. 19. 19. 19. 23.],5811999777.431909,2
770,[11. 12. 13. 15. 16. 17. 17.],7296844912.9905405,2
771,[12. 12. 15. 16. 16. 16. 26.],12478240374.256319,2
772,[12. 14. 14. 19. 19. 19. 20.],12409500511.531918,2
773,[12. 13. 14. 19. 19. 19. 23.],12073173306.178038,2
774,[10. 14. 14. 14. 16. 18. 19.],3361752144.9308558,2
775,[ 9. 11. 15. 15. 17. 25. 25.],2672052790.2870975,2
776,[12. 14. 17. 17. 19. 20. 21.],9443951606.943968,2
777,[11. 11. 16. 16. 17. 23. 23.],6232486784.341277,2
778,[11. 12. 15. 15. 16. 23. 23.],6592519092.013902,2
779,[11. 14. 15. 15. 16. 16. 18.],6982574734.041295,2
780,[10. 10. 13. 16. 16. 22. 24.],5797224182.488452,2
781,[11. 12. 16. 16. 18. 19. 19.],8419941356.887574,2
782,[11. 14. 14. 15. 19. 19. 23.],8167848149.719476,2
783,[12. 13. 13. 20. 20. 20. 23.],10889091724.19696,2
784,[13. 13. 13. 18. 20. 20. 25.],13235081493.637207,2
785,[10. 12. 14. 15. 19. 19. 25.],4807250595.9971695,2
786,[11. 13. 13. 17. 17. 17. 21.],6043708055.45996,2
787,[12. 13. 13. 13. 18. 21. 24.],10613313440.59714,2
788,[11. 12. 12. 12. 19. 19. 22.],9290475152.926792,2
789,[10. 10. 14. 14. 14. 14. 23.],6271301057.408331,2
790,[11. 11. 12. 16. 16. 21. 22.],8796755910.807135,2
791,[11. 12. 14. 15. 18. 19. 19.],8709048971.191711,2
792,[11. 13. 16. 16. 19. 19. 25.],6154421720.175083,2
793,[10. 13. 13. 17. 17. 17. 17.],5025522075.725896,2
794,[10. 14. 15. 16. 20. 20. 22.],3116856492.769835,2
795,[12. 12. 12. 14. 21. 21. 25.],10798885039.942657,2
796,[12. 12. 14. 18. 18. 21. 26.],11354801237.602419,2
797,[11. 11. 13. 16. 16. 19. 20.],6300171216.52139,2
798,[12. 13. 13. 19. 19. 23. 23.],11117387789.224155,2
799,[12. 12. 13. 20. 20. 20. 20.],11670060208.708263,2
800,[12. 12. 15. 16. 17. 23. 23.],12807250543.469769,2
801,[13. 13. 13. 17. 19. 19. 27.],14173541460.752703,2
802,[12. 13. 13. 17. 23. 23. 23.],9965165954.585812,2
803,[13. 13. 16. 16. 18. 21. 21.],13520606274.2784,2
804,[11. 13. 14. 15. 19. 19. 19.],6352642267.247455,2
805,[12. 14. 14. 15. 21. 21. 21.],11706000852.926401,2
806,[11. 12. 14. 15. 16. 17. 19.],9030864672.257378,2
807,[11. 11. 16. 16. 16. 22. 22.],8252680366.70037,2
808,[11. 12. 16. 18. 18. 23. 23.],6442192968.97917,2
809,[11. 12. 12. 14. 19. 19. 21.],8401472201.079257,2
810,[11. 13. 17. 19. 19. 19. 21.],6752766809.230883,2
811,[12. 12. 16. 16. 22. 22. 22.],11090408651.926292,2
812,[11. 11. 17. 17. 17. 21. 26.],8500064944.560448,2
