,Optimal Height,Optimal Value,Scenario
408,[19. 19. 19. 19. 27. 27. 27.],23509644636.58978,1
409,[19. 19. 19. 26. 26. 26. 26.],24677769803.94736,1
410,[20. 20. 20. 20. 20. 20. 20.],27529494300.594986,1
411,[19. 19. 19. 25. 25. 25. 25.],23459361889.555294,1
412,[18. 18. 18. 26. 26. 26. 26.],17762614389.536,1
413,[17. 17. 17. 17. 25. 25. 25.],13265715438.771492,1
414,[21. 21. 21. 21. 21. 21. 21.],32549963089.3939,1
415,[20. 20. 20. 21. 21. 21. 21.],29985386700.606674,1
416,[18. 18. 18. 18. 28. 28. 28.],15023765943.16229,1
417,[19. 19. 19. 23. 23. 23. 23.],23992906244.65945,1
418,[19. 19. 19. 19. 25. 25. 25.],20538484227.55892,1
419,[21. 21. 21. 23. 23. 23. 23.],35980393553.125175,1
420,[18. 18. 18. 18. 22. 22. 22.],16535580685.005674,1
421,[20. 20. 20. 27. 27. 27. 27.],28276774146.169613,1
422,[19. 19. 19. 19. 26. 26. 26.],25185056216.47887,1
423,[19. 19. 19. 25. 25. 25. 25.],21136324536.718914,1
424,[19. 19. 19. 19. 26. 26. 26.],25771120620.566097,1
425,[18. 18. 18. 26. 26. 26. 26.],18328732932.48208,1
426,[19. 19. 19. 25. 25. 25. 25.],24062495039.350838,1
427,[19. 19. 19. 19. 26. 26. 26.],22865416759.301094,1
428,[18. 18. 18. 18. 24. 24. 24.],19992729403.385674,1
429,[18. 18. 18. 18. 25. 25. 25.],15480477493.63084,1
430,[17. 17. 17. 17. 26. 26. 26.],14394515443.834078,1
431,[19. 19. 19. 19. 25. 25. 25.],25169215086.48641,1
432,[18. 18. 18. 18. 28. 28. 28.],17867745719.57953,1
433,[19. 19. 19. 26. 26. 26. 26.],19470443533.90825,1
434,[19. 19. 19. 19. 25. 25. 25.],21133281657.11719,1
435,[18. 18. 18. 28. 28. 28. 28.],15593883855.206804,1
436,[21. 21. 21. 23. 23. 23. 23.],36691351014.643486,1
437,[19. 19. 19. 25. 25. 25. 25.],21126688076.94789,1
438,[19. 19. 19. 22. 22. 22. 22.],24562169008.529503,1
439,[19. 19. 19. 19. 25. 25. 25.],24586999844.42963,1
440,[18. 18. 18. 24. 24. 24. 24.],17690755876.60458,1
441,[20. 20. 20. 21. 21. 21. 21.],25124085537.280994,1
442,[20. 20. 20. 24. 24. 24. 24.],28789042046.350914,1
443,[19. 19. 19. 19. 26. 26. 26.],21710349131.122295,1
444,[19. 19. 19. 19. 19. 31. 31.],24619430786.816494,1
445,[17. 17. 17. 17. 21. 21. 21.],14273463035.500984,1
446,[19. 19. 19. 25. 25. 25. 25.],25223331527.307896,1
447,[19. 19. 19. 28. 28. 28. 28.],22421646533.359432,1
448,[19. 19. 19. 24. 24. 24. 24.],23443086781.348816,1
449,[19. 19. 19. 19. 28. 28. 28.],20656676967.958984,1
450,[19. 19. 19. 19. 33. 33. 33.],21249681439.46446,1
451,[19. 19. 19. 27. 27. 27. 27.],21193474545.57059,1
452,[19. 19. 19. 19. 28. 28. 28.],22943833476.63034,1
453,[19. 19. 19. 19. 24. 24. 24.],23401792250.37144,1
454,[18. 18. 18. 18. 23. 23. 23.],15412925362.318588,1
455,[19. 19. 19. 19. 30. 30. 30.],20762742503.87019,1
456,[21. 21. 21. 26. 26. 26. 26.],33296428362.060627,1
457,[19. 19. 19. 25. 25. 25. 25.],22864388437.747116,1
458,[18. 18. 18. 18. 31. 31. 31.],20370197942.697495,1
459,[17. 17. 17. 17. 25. 25. 25.],13809585071.309025,1
460,[18. 18. 18. 18. 25. 25. 25.],17717615897.354702,1
461,[18. 18. 18. 18. 23. 23. 23.],18806588108.66045,1
462,[19. 19. 19. 19. 27. 27. 27.],25215964589.02137,1
463,[19. 19. 19. 23. 23. 23. 23.],23404047668.660263,1
464,[18. 18. 18. 18. 28. 28. 28.],17873641285.83118,1
465,[16. 16. 16. 16. 22. 22. 22.],8693890469.536102,1
466,[18. 18. 18. 18. 26. 26. 26.],19453646444.996307,1
467,[18. 18. 18. 24. 24. 24. 24.],16005505056.74734,1
468,[19. 19. 19. 25. 25. 25. 25.],24050375007.4528,1
469,[19. 19. 19. 19. 26. 26. 26.],22282747549.411713,1
470,[19. 19. 19. 23. 23. 23. 23.],22245200355.068966,1
471,[17. 17. 17. 17. 29. 29. 29.],9587293158.869398,1
472,[19. 19. 19. 19. 25. 25. 25.],25165225064.390656,1
473,[19. 19. 19. 24. 24. 24. 24.],22272111426.555305,1
474,[18. 18. 18. 25. 25. 25. 25.],16028509458.612541,1
475,[22. 22. 22. 22. 22. 22. 22.],43326457025.291245,1
476,[19. 19. 19. 28. 28. 28. 28.],21867930102.453037,1
477,[18. 18. 18. 24. 24. 24. 24.],17702655278.688446,1
478,[17. 17. 17. 17. 22. 22. 22.],13160830450.810854,1
479,[18. 18. 18. 18. 25. 25. 25.],16604622431.30429,1
480,[19. 19. 19. 19. 22. 22. 22.],21651007059.422554,1
481,[20. 20. 20. 26. 26. 26. 26.],26417057232.233253,1
482,[20. 20. 20. 21. 21. 21. 21.],25718393484.58595,1
483,[18. 18. 18. 18. 26. 26. 26.],20040266360.071865,1
484,[18. 18. 18. 18. 22. 22. 22.],17662410070.117146,1
485,[19. 19. 19. 26. 26. 26. 26.],21171160247.591885,1
486,[19. 19. 19. 25. 25. 25. 25.],22879535788.714993,1
487,[18. 18. 18. 18. 22. 22. 22.],19378686139.07703,1
488,[20. 20. 20. 21. 21. 21. 21.],25731552104.11843,1
489,[19. 19. 19. 19. 23. 23. 23.],23956968382.888027,1
490,[18. 18. 18. 18. 26. 26. 26.],20047488489.962143,1
491,[19. 19. 19. 25. 25. 25. 25.],19991248689.1655,1
492,[18. 18. 18. 18. 29. 29. 29.],19035843819.59145,1
493,[18. 18. 18. 18. 23. 23. 23.],17695428749.712635,1
494,[19. 19. 19. 25. 25. 25. 25.],21728136897.010464,1
495,[19. 19. 19. 22. 22. 22. 22.],21662235547.230423,1
496,[19. 19. 19. 19. 24. 24. 24.],25735291398.20537,1
497,[19. 19. 19. 22. 22. 22. 22.],20495464974.550987,1
498,[19. 19. 19. 22. 22. 22. 22.],22820187077.60844,1
499,[19. 19. 19. 19. 23. 23. 23.],20508411572.1316,1
500,[18. 18. 18. 18. 28. 28. 28.],19003245144.583717,2
501,[20. 20. 20. 22. 22. 22. 22.],30009461472.541317,2
502,[20. 20. 20. 23. 23. 23. 23.],28774625025.478905,2
503,[19. 19. 19. 19. 30. 30. 30.],23634674797.710213,2
504,[20. 20. 20. 23. 23. 23. 23.],28773495989.810616,2
505,[21. 21. 21. 25. 25. 25. 25.],32580511289.95052,2
506,[19. 19. 19. 19. 28. 28. 28.],21204119361.953598,2
507,[20. 20. 20. 26. 26. 26. 26.],30066547459.50715,2
508,[20. 20. 20. 20. 28. 28. 28.],28820998189.641247,2
509,[19. 19. 19. 19. 27. 27. 27.],21170093417.286995,2
510,[18. 18. 18. 18. 27. 27. 27.],18387777590.964733,2
511,[21. 21. 21. 29. 29. 29. 29.],32043474731.600998,2
512,[21. 21. 21. 23. 23. 23. 23.],31886244276.73211,2
513,[19. 19. 19. 25. 25. 25. 25.],19419404794.331657,2
514,[18. 18. 18. 18. 26. 26. 26.],17222049748.551975,2
515,[19. 19. 19. 25. 25. 25. 25.],23453792117.034626,2
516,[19. 19. 19. 19. 30. 30. 30.],22463570637.7905,2
517,[20. 20. 20. 24. 24. 24. 24.],30652650624.999477,2
518,[20. 20. 20. 23. 23. 23. 23.],27556474308.38964,2
519,[19. 19. 19. 19. 25. 25. 25.],21689232675.89767,2
520,[19. 19. 19. 19. 25. 25. 25.],21703919069.197304,2
521,[21. 21. 21. 21. 21. 21. 21.],34595046961.45999,2
522,[18. 18. 18. 18. 27. 27. 27.],20064740069.261684,2
523,[19. 19. 19. 19. 26. 26. 26.],25194789708.258045,2
524,[19. 19. 19. 27. 27. 27. 27.],21242808854.906696,2
525,[18. 18. 18. 18. 28. 28. 28.],20146399707.41119,2
526,[20. 20. 20. 26. 26. 26. 26.],27623449729.30381,2
527,[19. 19. 19. 23. 23. 23. 23.],21673271514.253944,2
528,[17. 17. 17. 17. 28. 28. 28.],13426852783.895222,2
529,[17. 17. 17. 17. 31. 31. 31.],12636707422.367834,2
530,[19. 19. 19. 26. 26. 26. 26.],20034996959.864098,2
531,[19. 19. 19. 19. 24. 24. 24.],23995961569.130104,2
532,[20. 20. 20. 26. 26. 26. 26.],26416120816.30144,2
533,[20. 20. 20. 23. 23. 23. 23.],25749879275.11725,2
534,[20. 20. 20. 21. 21. 21. 21.],28148592690.192722,2
535,[19. 19. 19. 19. 26. 26. 26.],22293067181.515537,2
536,[19. 19. 19. 19. 29. 29. 29.],23606505082.295593,2
537,[21. 21. 21. 24. 24. 24. 24.],31889188987.288303,2
538,[18. 18. 18. 24. 24. 24. 24.],18255635739.63931,2
539,[19. 19. 19. 23. 23. 23. 23.],21680668071.08869,2
540,[19. 19. 19. 21. 21. 21. 21.],24559649552.165783,2
541,[18. 18. 18. 18. 29. 29. 29.],20239226860.307537,2
542,[20. 20. 20. 25. 25. 25. 25.],30058703246.654865,2
543,[20. 20. 20. 20. 20. 20. 28.],31690870916.09772,2
544,[20. 20. 20. 26. 26. 26. 26.],25791485006.17881,2
545,[19. 19. 19. 19. 26. 26. 26.],22872714776.938828,2
546,[20. 20. 20. 22. 22. 22. 22.],26944304661.706142,2
547,[19. 19. 19. 24. 24. 24. 24.],20535577813.317425,2
548,[18. 18. 18. 18. 28. 28. 28.],15027364223.207972,2
549,[19. 19. 19. 19. 27. 27. 27.],24041187951.946114,2
550,[18. 18. 18. 18. 26. 26. 26.],20011870046.410145,2
551,[20. 20. 20. 25. 25. 25. 25.],26995229610.3277,2
552,[18. 18. 18. 18. 23. 23. 23.],18819018875.55323,2
553,[20. 20. 20. 24. 24. 24. 24.],30636233488.789577,2
554,[19. 19. 19. 19. 26. 26. 26.],22881016099.977898,2
555,[20. 20. 20. 24. 24. 24. 24.],26352541941.887386,2
556,[20. 20. 20. 24. 24. 24. 24.],29419295565.601543,2
557,[21. 21. 21. 22. 22. 22. 22.],33911201411.495808,2
558,[19. 19. 19. 19. 30. 30. 30.],25946631047.681034,2
559,[19. 19. 19. 19. 27. 27. 27.],23480579728.962208,2
560,[19. 19. 19. 24. 24. 24. 24.],21111067192.423428,2
561,[20. 20. 20. 28. 28. 28. 28.],27697708099.67975,2
562,[19. 19. 19. 19. 25. 25. 25.],21139837452.985645,2
563,[19. 19. 19. 19. 29. 29. 29.],20718092986.84014,2
564,[18. 18. 18. 18. 27. 27. 27.],18393913011.239494,2
565,[18. 18. 18. 18. 23. 23. 23.],16555504219.205051,2
566,[19. 19. 19. 19. 27. 27. 27.],24046075240.42947,2
567,[19. 19. 19. 25. 25. 25. 25.],21719099997.534218,2
568,[20. 20. 20. 20. 28. 28. 28.],27022295490.640686,2
569,[18. 18. 18. 18. 27. 27. 27.],18928728595.34674,2
570,[18. 18. 18. 18. 24. 24. 24.],16007977660.437935,2
571,[19. 19. 19. 25. 25. 25. 25.],24046590991.485027,2
572,[20. 20. 20. 23. 23. 23. 23.],28165900502.611168,2
573,[19. 19. 19. 19. 29. 29. 29.],25322515809.111835,2
574,[21. 21. 21. 25. 25. 25. 25.],34623724510.42191,2
575,[18. 18. 18. 27. 27. 27. 27.],17817354383.93414,2
576,[20. 20. 20. 25. 25. 25. 25.],26366188863.80974,2
577,[22. 22. 22. 22. 22. 22. 22.],39747769251.6228,2
578,[20. 20. 20. 20. 27. 27. 27.],27590855288.918106,2
579,[19. 19. 19. 19. 27. 27. 27.],24087630016.897835,2
580,[19. 19. 19. 19. 26. 26. 26.],23436852610.30293,2
581,[20. 20. 20. 20. 27. 27. 27.],29423624588.393356,2
582,[19. 19. 19. 25. 25. 25. 25.],20559349491.49201,2
583,[22. 22. 22. 23. 23. 23. 23.],40644643546.75431,2
584,[19. 19. 19. 25. 25. 25. 25.],19414793561.80224,2
585,[18. 18. 18. 18. 30. 30. 30.],18550410682.336296,2
586,[19. 19. 19. 24. 24. 24. 24.],24021151384.538097,2
587,[19. 19. 19. 19. 26. 26. 26.],25196702193.045223,2
588,[17. 17. 17. 17. 23. 23. 23.],9260472028.84476,2
589,[21. 21. 21. 22. 22. 22. 22.],32542792507.656948,2
590,[19. 19. 19. 25. 25. 25. 25.],22892127557.76232,2
591,[19. 19. 19. 27. 27. 27. 27.],20641767398.96088,2
592,[18. 18. 18. 18. 25. 25. 25.],20008817328.2465,2
593,[19. 19. 19. 19. 26. 26. 26.],21742019675.369026,2
594,[21. 21. 21. 23. 23. 23. 23.],31247748771.275074,2
595,[20. 20. 20. 25. 25. 25. 25.],25202353106.01616,2
596,[18. 18. 18. 18. 26. 26. 26.],18322405965.840145,2
597,[19. 19. 19. 25. 25. 25. 25.],22882450134.023037,2
598,[19. 19. 19. 19. 19. 19. 28.],24958384880.311764,2
599,[19. 19. 19. 19. 27. 27. 27.],22909043941.009193,2
600,[19. 19. 19. 25. 25. 25. 25.],19990230815.70995,2
601,[20. 20. 20. 20. 20. 20. 20.],26327234418.6047,2
602,[19. 19. 19. 19. 29. 29. 29.],24181413985.25718,2
603,[21. 21. 21. 21. 30. 30. 30.],33280642732.546886,2
604,[19. 19. 19. 19. 28. 28. 28.],23535666166.74035,2
605,[19. 19. 19. 23. 23. 23. 23.],24580363758.61965,2
606,[19. 19. 19. 23. 23. 23. 23.],22250037400.889523,2
607,[20. 20. 20. 20. 28. 28. 28.],27615116854.78279,2
608,[20. 20. 20. 23. 23. 23. 23.],25141851634.95443,2
609,[18. 18. 18. 18. 27. 27. 27.],18389889117.052807,2
610,[21. 21. 21. 22. 22. 22. 22.],32540570740.551197,2
611,[19. 19. 19. 19. 26. 26. 26.],22868517160.881153,2
612,[20. 20. 20. 20. 28. 28. 28.],27007235176.961887,2
613,[19. 19. 19. 19. 27. 27. 27.],22319234868.14216,2
614,[19. 19. 19. 27. 27. 27. 27.],20667007345.2019,2
615,[20. 20. 20. 26. 26. 26. 26.],28855084834.930607,2
616,[20. 20. 20. 24. 24. 24. 24.],26978755016.2355,2
617,[20. 20. 20. 20. 27. 27. 27.],28172982364.674896,2
618,[18. 18. 18. 18. 24. 24. 24.],18286435043.591106,2
619,[19. 19. 19. 19. 28. 28. 28.],20648603722.998688,2
620,[18. 18. 18. 18. 26. 26. 26.],15481830956.365402,2
621,[19. 19. 19. 19. 26. 26. 26.],22297956969.577614,2
622,[20. 20. 20. 20. 29. 29. 29.],30697350394.798233,2
623,[19. 19. 19. 19. 29. 29. 29.],24170051972.21601,2
624,[19. 19. 19. 19. 27. 27. 27.],21741961306.435978,2
625,[21. 21. 21. 24. 24. 24. 24.],35296382248.25864,2
626,[21. 21. 21. 26. 26. 26. 26.],31938854139.642708,2
627,[19. 19. 19. 19. 26. 26. 26.],24607206468.20229,2
628,[18. 18. 18. 18. 24. 24. 24.],19424449949.240734,2
629,[20. 20. 20. 20. 20. 20. 20.],30617814819.441414,2
630,[20. 20. 20. 24. 24. 24. 24.],30013020040.585842,2
631,[19. 19. 19. 19. 27. 27. 27.],21749385257.075783,2
632,[20. 20. 20. 20. 20. 20. 20.],29373162137.830444,2
633,[20. 20. 20. 25. 25. 25. 25.],26984426345.886585,2
634,[19. 19. 19. 19. 26. 26. 26.],21707181699.836056,2
635,[21. 21. 21. 22. 22. 22. 22.],34586130784.66402,2
636,[19. 19. 19. 24. 24. 24. 24.],21113394510.02318,2
637,[20. 20. 20. 25. 25. 25. 25.],27587186220.910633,2
638,[21. 21. 21. 24. 24. 24. 24.],32567988927.91712,2
639,[19. 19. 19. 19. 27. 27. 27.],25227024639.989277,2
640,[18. 18. 18. 18. 26. 26. 26.],16048050140.369787,2
641,[19. 19. 19. 19. 28. 28. 28.],24101168752.201023,2
642,[21. 21. 21. 26. 26. 26. 26.],32611795931.75071,2
643,[19. 19. 19. 19. 26. 26. 26.],25197803343.87701,2
644,[22. 22. 22. 28. 28. 28. 28.],40724913322.740204,2
645,[19. 19. 19. 19. 29. 29. 29.],25313626010.707626,2
646,[20. 20. 20. 24. 24. 24. 24.],26968063743.146538,2
647,[20. 20. 20. 27. 27. 27. 27.],27632945787.660385,2
648,[19. 19. 19. 19. 24. 24. 24.],21109570214.085903,2
649,[19. 19. 19. 26. 26. 26. 26.],22903271038.10598,2
650,[22. 22. 22. 24. 24. 24. 24.],38931737287.38218,2
651,[20. 20. 20. 20. 27. 27. 27.],27580928861.790993,2
652,[19. 19. 19. 25. 25. 25. 25.],24639182249.07154,2
653,[21. 21. 21. 28. 28. 28. 28.],35391774858.45405,2
654,[21. 21. 21. 25. 25. 25. 25.],34630283915.93911,2
655,[20. 20. 20. 25. 25. 25. 25.],26978276546.43841,2
656,[19. 19. 19. 19. 27. 27. 27.],21198156557.14454,2
657,[18. 18. 18. 26. 26. 26. 26.],16639723812.0877,2
658,[21. 21. 21. 26. 26. 26. 26.],33272373008.24046,2
659,[20. 20. 20. 25. 25. 25. 25.],25776777072.202362,2
660,[20. 20. 20. 21. 21. 21. 21.],25725898046.752365,2
661,[22. 22. 22. 25. 25. 25. 25.],40662067686.60363,2
662,[18. 18. 18. 18. 24. 24. 24.],19402931230.093475,2
663,[18. 18. 18. 18. 22. 22. 22.],16547412456.420267,2
664,[19. 19. 19. 19. 24. 24. 24.],25743211249.935116,2
665,[21. 21. 21. 24. 24. 24. 24.],33243165927.755226,2
666,[20. 20. 20. 20. 28. 28. 28.],27013568062.30944,2
667,[18. 18. 18. 26. 26. 26. 26.],17195636584.217598,2
668,[19. 19. 19. 27. 27. 27. 27.],20070901406.162918,2
669,[19. 19. 19. 19. 25. 25. 25.],23433601958.456764,2
670,[20. 20. 20. 20. 28. 28. 28.],30644229357.99393,2
671,[19. 19. 19. 26. 26. 26. 26.],23492559619.13654,2
672,[19. 19. 19. 19. 27. 27. 27.],25222577083.632782,2
673,[20. 20. 20. 25. 25. 25. 25.],29441903524.48698,2
674,[18. 18. 18. 18. 29. 29. 29.],19623110793.098076,2
675,[19. 19. 19. 23. 23. 23. 23.],19374211296.92347,2
676,[19. 19. 19. 19. 25. 25. 25.],21691937041.10602,2
677,[19. 19. 19. 19. 27. 27. 27.],22914438764.60557,2
678,[20. 20. 20. 20. 20. 20. 20.],30619267633.515068,2
679,[20. 20. 20. 20. 27. 27. 27.],28794194957.607487,2
680,[19. 19. 19. 19. 24. 24. 24.],21120618169.49657,2
681,[22. 22. 22. 26. 26. 26. 26.],40660736516.60627,2
682,[18. 18. 18. 18. 27. 27. 27.],16096245637.410837,2
683,[19. 19. 19. 19. 27. 27. 27.],23494440629.561428,2
684,[20. 20. 20. 23. 23. 23. 23.],25747585888.049,2
685,[19. 19. 19. 19. 29. 29. 29.],24160812153.246593,2
686,[19. 19. 19. 25. 25. 25. 25.],21144857768.44839,2
687,[18. 18. 18. 26. 26. 26. 26.],18898054617.90599,2
688,[18. 18. 18. 26. 26. 26. 26.],16085501983.262402,2
689,[18. 18. 18. 18. 28. 28. 28.],20113967505.089622,2
690,[19. 19. 19. 28. 28. 28. 28.],22993858783.722694,2
691,[18. 18. 18. 18. 26. 26. 26.],18328248638.771545,2
692,[19. 19. 19. 19. 26. 26. 26.],21718815747.961025,2
693,[19. 19. 19. 19. 26. 26. 26.],23445405375.909195,2
694,[20. 20. 20. 26. 26. 26. 26.],27629918819.990627,2
695,[19. 19. 19. 23. 23. 23. 23.],24576502840.54839,2
696,[21. 21. 21. 23. 23. 23. 23.],31893995101.728474,2
697,[20. 20. 20. 20. 20. 20. 30.],27657463284.28404,2
698,[19. 19. 19. 19. 28. 28. 28.],23537131088.6871,2
699,[19. 19. 19. 26. 26. 26. 26.],22340966088.01551,2
700,[18. 18. 18. 18. 30. 30. 30.],15733383974.17527,2
701,[19. 19. 19. 26. 26. 26. 26.],20580704374.80751,2
702,[19. 19. 19. 19. 28. 28. 28.],23515143051.09769,2
703,[19. 19. 19. 27. 27. 27. 27.],22961645788.9945,2
704,[21. 21. 21. 26. 26. 26. 26.],36022394774.92029,2
705,[20. 20. 20. 24. 24. 24. 24.],26356858451.528385,2
706,[20. 20. 20. 20. 29. 29. 29.],26425925776.587345,2
707,[18. 18. 18. 18. 24. 24. 24.],17703148370.344616,2
708,[20. 20. 20. 26. 26. 26. 26.],25789898393.605095,2
709,[20. 20. 20. 24. 24. 24. 24.],28191052714.270824,2
710,[19. 19. 19. 19. 29. 29. 29.],23558355557.73916,2
711,[20. 20. 20. 20. 27. 27. 27.],27585623628.798786,2
712,[19. 19. 19. 19. 26. 26. 26.],22303940177.364082,2
713,[18. 18. 18. 26. 26. 26. 26.],18364683882.182713,2
714,[20. 20. 20. 26. 26. 26. 26.],27629503256.688965,2
715,[21. 21. 21. 24. 24. 24. 24.],31254082673.95049,2
716,[14. 14. 14. 14. 14. 14. 28.],16710461318.18309,2
717,[21. 21. 21. 23. 23. 23. 23.],31245732028.821953,2
718,[20. 20. 20. 25. 25. 25. 25.],30034199954.320194,2
719,[19. 19. 19. 19. 27. 27. 27.],21202338733.947067,2
720,[20. 20. 20. 20. 20. 20. 28.],29543047125.639008,2
721,[20. 20. 20. 24. 24. 24. 24.],28797269369.958115,2
722,[19. 19. 19. 19. 26. 26. 26.],24612374086.949074,2
723,[20. 20. 20. 22. 22. 22. 22.],28158823097.68331,2
724,[19. 19. 19. 26. 26. 26. 26.],22937555781.295708,2
725,[23. 23. 23. 23. 23. 23. 23.],48115458769.17792,2
726,[17. 17. 17. 17. 17. 17. 28.],20105767485.926327,2
727,[20. 20. 20. 28. 28. 28. 28.],29529710338.434784,2
728,[21. 21. 21. 24. 24. 24. 24.],33252072867.183258,2
729,[20. 20. 20. 25. 25. 25. 25.],29416182657.358574,2
730,[19. 19. 19. 19. 26. 26. 26.],24630122719.39372,2
731,[21. 21. 21. 25. 25. 25. 25.],31274700777.407627,2
732,[21. 21. 21. 22. 22. 22. 22.],32542260459.674583,2
733,[21. 21. 21. 22. 22. 22. 22.],31878710779.657406,2
734,[19. 19. 19. 19. 29. 29. 29.],24708829448.609596,2
735,[19. 19. 19. 24. 24. 24. 24.],21126739754.874798,2
736,[19. 19. 19. 19. 19. 20. 28.],24989496760.60352,2
737,[18. 18. 18. 18. 28. 28. 28.],16149230324.243956,2
738,[15. 15. 15. 15. 15. 30. 30.],12460283460.907936,2
739,[19. 19. 19. 19. 25. 25. 25.],25751198288.36779,2
740,[19. 19. 19. 24. 24. 24. 24.],24000673773.744747,2
741,[20. 20. 20. 23. 23. 23. 23.],30628838564.153683,2
742,[20. 20. 20. 22. 22. 22. 22.],30629885839.031742,2
743,[20. 20. 20. 23. 23. 23. 23.],29393706269.201355,2
744,[20. 20. 20. 20. 27. 27. 27.],27589365686.916283,2
745,[19. 19. 19. 19. 26. 26. 26.],20584703697.345543,2
746,[20. 20. 20. 23. 23. 23. 23.],26951824088.667625,2
747,[19. 19. 19. 19. 19. 19. 19.],23948464114.364254,2
748,[17. 17. 17. 17. 27. 27. 27.],12749087246.930546,2
749,[19. 19. 19. 19. 28. 28. 28.],24663612442.338753,2
750,[19. 19. 19. 19. 26. 26. 26.],21730903276.917576,2
751,[18. 18. 18. 29. 29. 29. 29.],16825984077.327427,2
752,[20. 20. 20. 23. 23. 23. 23.],30625819361.853146,2
753,[19. 19. 19. 19. 25. 25. 25.],25737441875.315582,2
754,[19. 19. 19. 27. 27. 27. 27.],21789799642.349655,2
755,[21. 21. 21. 23. 23. 23. 23.],31890130815.24772,2
756,[20. 20. 20. 20. 29. 29. 29.],26450326210.54182,2
757,[19. 19. 19. 19. 28. 28. 28.],24674741769.11652,2
758,[20. 20. 20. 25. 25. 25. 25.],25191988595.192818,2
759,[21. 21. 21. 24. 24. 24. 24.],31904366172.44909,2
760,[20. 20. 20. 20. 28. 28. 28.],28220158375.81428,2
761,[20. 20. 20. 24. 24. 24. 24.],30027956122.790188,2
762,[19. 19. 19. 19. 31. 31. 31.],20823055739.69601,2
763,[21. 21. 21. 21. 21. 21. 21.],33904874651.789722,2
764,[21. 21. 21. 21. 21. 21. 21.],33225835966.376022,2
765,[18. 18. 18. 18. 26. 26. 26.],15514383733.887386,2
766,[19. 19. 19. 19. 27. 27. 27.],25211650055.16381,2
767,[17. 17. 17. 17. 24. 24. 24.],12087890353.917181,2
768,[19. 19. 19. 19. 25. 25. 25.],25763749697.432762,2
769,[18. 18. 18. 18. 24. 24. 24.],19980705240.44582,2
770,[19. 19. 19. 19. 25. 25. 25.],23418768237.289715,2
771,[20. 20. 20. 24. 24. 24. 24.],28786405601.14848,2
772,[21. 21. 21. 27. 27. 27. 27.],31960643857.86512,2
773,[21. 21. 21. 27. 27. 27. 27.],31326792308.264343,2
774,[18. 18. 18. 18. 25. 25. 25.],16586324390.30156,2
775,[16. 16. 16. 16. 16. 31. 31.],15242796882.9931,2
776,[20. 20. 20. 20. 27. 27. 27.],26978506802.43698,2
777,[19. 19. 19. 19. 25. 25. 25.],21128548548.100616,2
778,[19. 19. 19. 19. 25. 25. 25.],21689758112.568253,2
779,[19. 19. 19. 19. 25. 25. 25.],22841199098.789444,2
780,[19. 19. 19. 24. 24. 24. 24.],20538535543.567875,2
781,[19. 19. 19. 19. 26. 26. 26.],25189801816.687687,2
782,[19. 19. 19. 19. 28. 28. 28.],24670714480.451893,2
783,[20. 20. 20. 28. 28. 28. 28.],28913942560.768707,2
784,[21. 21. 21. 26. 26. 26. 26.],33278704839.728065,2
785,[18. 18. 18. 18. 27. 27. 27.],18933089010.683342,2
786,[19. 19. 19. 25. 25. 25. 25.],21146277979.104904,2
787,[20. 20. 20. 20. 27. 27. 27.],28773521265.70434,2
788,[20. 20. 20. 20. 27. 27. 27.],26371998674.282803,2
789,[18. 18. 18. 18. 22. 22. 22.],18804176178.38325,2
790,[20. 20. 20. 24. 24. 24. 24.],25757212738.49754,2
791,[19. 19. 19. 19. 27. 27. 27.],25788435281.397705,2
792,[19. 19. 19. 19. 27. 27. 27.],21192744080.92251,2
793,[18. 18. 18. 18. 26. 26. 26.],19459850419.760143,2
794,[18. 18. 18. 18. 28. 28. 28.],16167214872.501888,2
795,[20. 20. 20. 20. 29. 29. 29.],28864109100.128548,2
796,[20. 20. 20. 26. 26. 26. 26.],30080816071.025703,2
797,[19. 19. 19. 24. 24. 24. 24.],21687499450.057163,2
798,[20. 20. 20. 27. 27. 27. 27.],29505085873.62129,2
799,[20. 20. 20. 28. 28. 28. 28.],30167519325.46689,2
800,[21. 21. 21. 24. 24. 24. 24.],32562587890.722996,2
801,[21. 21. 21. 25. 25. 25. 25.],33254005881.474277,2
802,[20. 20. 20. 20. 31. 31. 31.],27788021798.86988,2
803,[21. 21. 21. 22. 22. 22. 22.],33920715785.850327,2
804,[19. 19. 19. 19. 28. 28. 28.],21789258285.122616,2
805,[20. 20. 20. 20. 29. 29. 29.],30701288423.571,2
806,[20. 20. 20. 23. 23. 23. 23.],26343079254.41051,2
807,[19. 19. 19. 19. 24. 24. 24.],24563703573.75096,2
808,[19. 19. 19. 26. 26. 26. 26.],21751193655.003143,2
809,[19. 19. 19. 19. 27. 27. 27.],25216807640.487564,2
810,[19. 19. 19. 27. 27. 27. 27.],22386511122.25119,2
811,[20. 20. 20. 20. 30. 30. 30.],29558306595.17107,2
812,[19. 19. 19. 23. 23. 23. 23.],24579359499.615437,2
813,[19. 19. 19. 27. 27. 27. 27.],21213316056.64524,2
814,[21. 21. 21. 26. 26. 26. 26.],31939256097.753166,2
815,[19. 19. 19. 28. 28. 28. 28.],23597311938.789402,2
816,[19. 19. 19. 19. 27. 27. 27.],21177016625.61891,2
817,[19. 19. 19. 19. 24. 24. 24.],24565932696.66408,2
818,[17. 17. 17. 17. 17. 17. 26.],15043141629.871897,2
